"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>","RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>","RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>"
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","NORTHWEST","10","NORTON","137","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","36","","14.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","NORTHWEST","10","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","101","","","","",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","NORTHWEST","10","RAWLINS","153","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","36.5","","11",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","NORTHWEST","10","SHERIDAN","179","","","00000000","","RENT","TOTAL","NOT SPECIFIED","103","","36","","12.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","NORTHWEST","10","SHERMAN","181","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","34.5","","10",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","NORTHWEST","10","THOMAS","193","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","34.5","","14.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","BARBER","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","36.5","","10",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","COMANCHE","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","29.5","","9",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","EDWARDS","047","","","00000000","","RENT","TOTAL","NOT SPECIFIED","93","","31.5","","12.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","HARPER","077","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","39.5","","14",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","HARVEY","079","","","00000000","","RENT","TOTAL","NOT SPECIFIED","94","","43","","17.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","KINGMAN","095","","","00000000","","RENT","TOTAL","NOT SPECIFIED","90","","34.5","","13",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","KIOWA","097","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","31.5","","11.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","91","","","","",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","PAWNEE","145","","","00000000","","RENT","TOTAL","NOT SPECIFIED","89","","35","","12.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","PRATT","151","","","00000000","","RENT","TOTAL","NOT SPECIFIED","96","","31.5","","11.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","RENO","155","","","00000000","","RENT","TOTAL","NOT SPECIFIED","85","","40","","15",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","SEDGWICK","173","","","00000000","","RENT","TOTAL","NOT SPECIFIED","93","","41.5","","18.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","STAFFORD","185","","","00000000","","RENT","TOTAL","NOT SPECIFIED","101","","39.5","","12.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","SUMNER","191","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35","","14.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","ALLEN","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","45.5","","19.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","BOURBON","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","33.5","","21",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","BUTLER","015","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","39.5","","17.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","CHAUTAUQUA","019","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","36.5","","11",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","CHEROKEE","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","51","","23.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","COWLEY","035","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","33.5","","15.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","CRAWFORD","037","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","36.5","","23",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","ELK","049","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","38","","15.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","GREENWOOD","073","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","34","","19",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","LABETTE","099","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","39","","17.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","MONTGOMERY","125","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","48","","16",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","NEOSHO","133","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","37","","24.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","60","","","","",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","WILSON","205","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","50.5","","17",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHEAST","90","WOODSON","207","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35","","19.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","CLARK","025","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","29.5","","9",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","FINNEY","055","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35.5","","8",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","FORD","057","","","00000000","","RENT","TOTAL","NOT SPECIFIED","100","","28","","10.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","GRANT","067","","","00000000","","RENT","TOTAL","NOT SPECIFIED","78","","","","8",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","GRAY","069","","","00000000","","RENT","TOTAL","NOT SPECIFIED","86","","36.5","","12",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","HAMILTON","075","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","29.5","","8",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","HASKELL","081","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","34","","",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","HODGEMAN","083","","","00000000","","RENT","TOTAL","NOT SPECIFIED","101","","29.5","","11",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","KEARNY","093","","","00000000","","RENT","TOTAL","NOT SPECIFIED","81","","","","7",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","MEADE","119","","","00000000","","RENT","TOTAL","NOT SPECIFIED","93","","30","","10",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","MORTON","129","","","00000000","","RENT","TOTAL","NOT SPECIFIED","75","","29","","6",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","88","","32","","8.3",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","SEWARD","175","","","00000000","","RENT","TOTAL","NOT SPECIFIED","71","","26","","",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","STANTON","187","","","00000000","","RENT","TOTAL","NOT SPECIFIED","80","","28.5","","10",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","SOUTHWEST","30","STEVENS","189","","","00000000","","RENT","TOTAL","NOT SPECIFIED","75","","28.5","","8.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","WEST CENTRAL","20","GOVE","063","","","00000000","","RENT","TOTAL","NOT SPECIFIED","80","","38.5","","10.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","WEST CENTRAL","20","GREELEY","071","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","27.5","","10",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","WEST CENTRAL","20","LANE","101","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","26","","9.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","WEST CENTRAL","20","LOGAN","109","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35","","9.5",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","WEST CENTRAL","20","NESS","135","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","27.5","","11",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","WEST CENTRAL","20","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","82","","","","",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","WEST CENTRAL","20","SCOTT","171","","","00000000","","RENT","TOTAL","NOT SPECIFIED","82","","37.5","","10",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","WEST CENTRAL","20","TREGO","195","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","27","","12",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","WEST CENTRAL","20","WALLACE","199","","","00000000","","RENT","TOTAL","NOT SPECIFIED","99","","28.5","","10",""
"SURVEY","2009","YEAR","","COUNTY","KANSAS","20","WEST CENTRAL","20","WICHITA","203","","","00000000","","RENT","TOTAL","NOT SPECIFIED","90","","36.5","","10",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","ANDERSON","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","30","","21",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","BATH","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","58","","17",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","BOURBON","017","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","69","","35",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","BOYLE","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","53","","33",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","CLARK","049","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","45","","27",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","FAYETTE","067","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","75","","35",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","FLEMING","069","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","51","","21",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","FRANKLIN","073","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","59","","19",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","GARRARD","079","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","32","","29",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","HARRISON","097","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","58","","18",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","JESSAMINE","113","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","50","","23",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","LINCOLN","137","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","49","","26",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","MADISON","151","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","29","","20",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","MASON","161","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","52","","18",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","MERCER","167","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","41","","31",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","MONTGOMERY","173","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","39","","30",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","NICHOLAS","181","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","67","","17",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","193","","72.5","","27.5",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","SCOTT","209","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","37","","19",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","SHELBY","211","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","82","","43",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","WASHINGTON","229","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","54","","22",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","BLUEGRASS","50","WOODFORD","239","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","21",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","ADAIR","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","59","","24",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","ALLEN","003","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","73","","21",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","BARREN","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","84","","29.5",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","BRECKINRIDGE","027","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","75","","22.5",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","BULLITT","029","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","50","","20",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","BUTLER","031","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","82","","",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","CASEY","045","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","51","","22",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","CLINTON","053","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","43","","32",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","CUMBERLAND","057","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","15",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","EDMONSON","061","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","76","","20",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","GRAYSON","085","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","65","","21",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","GREEN","087","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","53","","28",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","HARDIN","093","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","76","","30",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","HART","099","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","62","","24.5",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","LARUE","123","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","88","","40",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","MARION","155","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","76","","31",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","MEADE","163","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","81","","28",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","METCALFE","169","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35","","17",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","MONROE","171","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35","","21",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","NELSON","179","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","80","","28",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","101","","56","","34",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","RUSSELL","207","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","45","","30",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","TAYLOR","217","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","80","","31",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","CENTRAL","30","WARREN","227","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","100","","35",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","BOYD","019","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","36","","16",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","CARTER","043","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","47","","17",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","CLAY","051","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","52","","",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","ELLIOTT","063","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","10",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","ESTILL","065","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","15",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","GREENUP","089","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35","","16",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","JACKSON","109","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","30","","16",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","KNOX","121","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","31","","",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","LAUREL","125","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","44","","19",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","LAWRENCE","127","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","21","","11",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","LEWIS","135","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","39","","13",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","MAGOFFIN","153","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","34","","14",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","MENIFEE","165","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","12",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","MORGAN","175","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","39","","16",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35","","15.5",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","PULASKI","199","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","49","","24",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","ROCKCASTLE","203","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35","","23",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","ROWAN","205","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","44","","",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","WAYNE","231","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","65","","31",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","WHITLEY","235","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","27","","",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","EASTERN OR MOUNTAIN","60","WOLFE","237","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","22","","",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","CALDWELL","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","95","","32",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","CHRISTIAN","047","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","128","","38",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","CRITTENDEN","055","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","85","","17",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","DAVIESS","059","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","19",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","HENDERSON","101","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","131","","39",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","HOPKINS","107","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","123","","",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","LOGAN","141","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","156","","34",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","MCLEAN","149","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","105","","40",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","MUHLENBERG","177","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","86","","18",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","OHIO","183","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","84","","14",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","133","","107","","33",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","SIMPSON","213","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","108","","34",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","TODD","219","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","140","","42",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","UNION","225","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","132","","",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","MIDWESTERN","20","WEBSTER","233","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","135","","38",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","NORTHERN","40","BOONE","015","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","67","","20",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","NORTHERN","40","BRACKEN","023","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","76","","",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","NORTHERN","40","CAMPBELL","037","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","37","","12",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","NORTHERN","40","CARROLL","041","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","45","","",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","NORTHERN","40","GALLATIN","077","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","98","","",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","NORTHERN","40","GRANT","081","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","51","","14",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","NORTHERN","40","HENRY","103","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","73","","25",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","NORTHERN","40","KENTON","117","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","45","","13",""
"SURVEY","2009","YEAR","","COUNTY","KENTUCKY","21","NORTHERN","40","OLDHAM","185","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","77","","36",""
